id_clima,id_municipio,fecha,cielo,t_max,t_min,prob_prec,velocidad_viento,direccion_viento
8784,375,2024-11-29,Despejado,30.30,13.20,0.00,3.90,Sureste
8785,1621,2024-11-26,Despejado,31.50,16.40,0.00,6.10,Noreste
8786,1621,2024-11-27,Despejado,30.50,15.70,0.00,6.40,Noreste
8787,1621,2024-11-28,Despejado,30.40,16.40,0.00,5.70,Noreste
8788,1621,2024-11-29,Despejado,30.60,17.30,0.00,5.80,Noreste
8789,899,2024-11-26,Despejado,24.40,10.80,0.00,4.10,Noreste
8790,899,2024-11-27,Despejado,25.10,10.50,0.00,2.10,Suroeste
8791,899,2024-11-28,Despejado,26.20,11.50,0.00,2.00,Noreste
8792,899,2024-11-29,Despejado,26.00,12.10,0.00,2.50,Suroeste
8793,2423,2024-11-26,Despejado,34.50,19.60,0.00,2.30,Este
8794,2423,2024-11-27,Despejado,34.10,18.80,0.00,1.90,Este
8795,2423,2024-11-28,Despejado,34.10,19.20,0.00,2.10,Este
8796,2423,2024-11-29,Despejado,34.80,19.10,0.00,2.30,Sureste
8797,961,2024-11-26,Despejado,27.00,12.60,0.00,4.60,Noreste
8798,961,2024-11-27,Despejado,26.90,12.00,0.00,4.40,Sur
8799,961,2024-11-28,Despejado,28.10,12.30,0.00,3.50,Sur
8800,961,2024-11-29,Despejado,28.00,13.50,0.00,4.40,Sur
8801,1080,2024-11-26,Despejado,26.90,12.90,0.00,3.70,Norte
8802,1080,2024-11-27,Despejado,26.30,12.30,0.00,3.40,Norte
8803,1080,2024-11-28,Despejado,27.40,12.50,0.00,2.70,Sur
8804,1080,2024-11-29,Despejado,27.50,13.50,0.00,3.30,Sur
8805,1559,2024-11-26,Despejado,26.10,12.20,0.00,5.90,Noreste
8806,1559,2024-11-27,Despejado,25.20,11.90,0.00,5.80,Noreste
8807,1559,2024-11-28,Despejado,26.10,12.80,0.00,6.20,Noreste
8808,1559,2024-11-29,Despejado,26.00,13.20,0.00,5.30,Noreste
8809,2340,2024-11-26,Medio nublado,21.60,13.40,0.00,11.20,Sureste
8810,2015,2024-11-26,Medio nublado,21.60,13.40,0.00,11.20,Sureste
8811,731,2024-11-26,Medio nublado,21.60,13.40,0.00,11.20,Sureste
8812,663,2024-11-26,Medio nublado,21.60,13.40,0.00,11.20,Sureste
8813,570,2024-11-26,Medio nublado,21.60,13.40,0.00,11.20,Sureste
8814,2340,2024-11-27,Medio nublado,29.80,14.60,0.00,10.10,Sur
8815,2015,2024-11-27,Medio nublado,29.80,14.60,0.00,10.10,Sur
8816,731,2024-11-27,Medio nublado,29.80,14.60,0.00,10.10,Sur
8817,663,2024-11-27,Medio nublado,29.80,14.60,0.00,10.10,Sur
8818,570,2024-11-27,Medio nublado,29.80,14.60,0.00,10.10,Sur
8819,2340,2024-11-28,Cielo nublado,23.30,11.30,0.00,20.90,Norte
8820,2015,2024-11-28,Cielo nublado,23.30,11.30,0.00,20.90,Norte
8821,731,2024-11-28,Cielo nublado,23.30,11.30,0.00,20.90,Norte
8822,663,2024-11-28,Cielo nublado,23.30,11.30,0.00,20.90,Norte
8823,570,2024-11-28,Cielo nublado,23.30,11.30,0.00,20.90,Norte
8824,2340,2024-11-29,Cielo nublado,18.90,10.30,0.00,12.00,Este
8825,2015,2024-11-29,Cielo nublado,18.90,10.30,0.00,12.00,Este
8826,731,2024-11-29,Cielo nublado,18.90,10.30,0.00,12.00,Este
8827,663,2024-11-29,Cielo nublado,18.90,10.30,0.00,12.00,Este
8828,570,2024-11-29,Cielo nublado,18.90,10.30,0.00,12.00,Este
8829,1695,2024-11-26,Despejado,30.50,22.70,0.00,7.20,Norte
8830,1695,2024-11-27,Despejado,30.00,21.70,0.00,9.70,Norte
8831,1695,2024-11-28,Despejado,30.30,21.50,0.00,9.90,Noreste
8832,1695,2024-11-29,Despejado,30.80,22.70,0.00,7.90,Noreste
8833,1105,2024-11-26,Despejado,24.80,10.50,0.00,6.00,Norte
8834,1105,2024-11-27,Despejado,24.90,10.40,0.00,5.20,Norte
8835,1105,2024-11-28,Despejado,25.80,12.00,0.00,5.40,Norte
8836,1105,2024-11-29,Despejado,25.60,12.50,0.00,4.70,Norte
8837,748,2024-11-26,Despejado,26.30,12.50,0.00,7.20,Noreste
8838,748,2024-11-27,Despejado,25.70,12.10,0.00,6.10,Este
8839,748,2024-11-28,Despejado,26.60,12.60,0.00,6.60,Noreste
8840,748,2024-11-29,Despejado,26.60,13.20,0.00,5.70,Noreste
8841,1690,2024-11-26,Despejado,32.20,21.00,0.00,6.30,Norte
8842,1690,2024-11-27,Despejado,31.30,20.10,0.00,7.30,Norte
8843,1690,2024-11-28,Despejado,31.40,19.80,0.00,7.20,Suroeste
8844,1690,2024-11-29,Despejado,32.00,21.00,0.00,6.60,Noreste
8845,1387,2024-11-26,Despejado,27.50,13.70,0.00,6.70,Norte
8846,1387,2024-11-27,Despejado,26.80,13.40,0.00,6.90,Norte
8847,1387,2024-11-28,Despejado,27.10,14.40,0.00,6.40,Norte
8848,1387,2024-11-29,Despejado,27.10,15.00,0.00,5.90,Norte
8849,1599,2024-11-26,Despejado,19.60,6.00,0.00,6.70,Noreste
8850,1490,2024-11-26,Despejado,19.60,6.00,0.00,6.70,Noreste
8851,706,2024-11-26,Despejado,19.60,6.00,0.00,6.70,Noreste
8852,1599,2024-11-27,Despejado,24.40,7.90,0.00,7.10,Sur
8853,1490,2024-11-27,Despejado,24.40,7.90,0.00,7.10,Sur
8854,706,2024-11-27,Despejado,24.40,7.90,0.00,7.10,Sur
8855,1599,2024-11-28,Despejado,25.70,6.80,0.00,6.90,Noreste
8856,1490,2024-11-28,Despejado,25.70,6.80,0.00,6.90,Noreste
8857,706,2024-11-28,Despejado,25.70,6.80,0.00,6.90,Noreste
8858,1599,2024-11-29,Poco nuboso,20.00,6.90,0.00,6.60,Noreste
8859,1490,2024-11-29,Poco nuboso,20.00,6.90,0.00,6.60,Noreste
8860,706,2024-11-29,Poco nuboso,20.00,6.90,0.00,6.60,Noreste
8861,26,2024-11-26,Despejado,19.80,7.00,0.00,7.70,Suroeste
8862,26,2024-11-27,Despejado,24.30,8.70,0.00,9.20,Suroeste
8863,26,2024-11-28,Despejado,26.50,8.60,0.00,5.60,Suroeste
8864,26,2024-11-29,Poco nuboso,18.50,9.00,0.00,6.40,Noreste
8865,574,2024-11-26,Despejado,21.30,7.20,0.00,7.00,Noreste
8866,69,2024-11-26,Despejado,21.30,7.20,0.00,7.00,Noreste
8867,574,2024-11-27,Despejado,25.70,8.20,0.00,6.40,Sur
8868,69,2024-11-27,Despejado,25.70,8.20,0.00,6.40,Sur
8869,574,2024-11-28,Poco nuboso,26.70,8.30,0.00,8.60,Noreste
8870,69,2024-11-28,Poco nuboso,26.70,8.30,0.00,8.60,Noreste
8871,574,2024-11-29,Despejado,21.90,7.60,0.00,7.10,Noreste
8872,69,2024-11-29,Despejado,21.90,7.60,0.00,7.10,Noreste
8873,381,2024-11-26,Despejado,20.90,8.40,0.00,7.70,Suroeste
8874,381,2024-11-27,Despejado,25.10,9.30,0.00,8.50,Suroeste
8875,381,2024-11-28,Despejado,27.60,10.20,0.00,5.30,Suroeste
8876,381,2024-11-29,Medio nublado,18.50,9.80,0.00,5.90,Noreste
8877,975,2024-11-26,Despejado,22.20,6.80,0.00,6.40,Noreste
8878,975,2024-11-27,Despejado,25.80,7.40,0.00,5.60,Sur
8879,975,2024-11-28,Poco nuboso,26.60,8.40,0.00,7.60,Noreste
8880,975,2024-11-29,Despejado,23.00,7.50,0.00,5.80,Noreste
8881,1568,2024-11-26,Poco nuboso,21.30,10.60,0.00,12.20,Sureste
8882,782,2024-11-26,Poco nuboso,21.30,10.60,0.00,12.20,Sureste
8883,407,2024-11-26,Poco nuboso,21.30,10.60,0.00,12.20,Sureste
8884,82,2024-11-26,Poco nuboso,21.30,10.60,0.00,12.20,Sureste
8885,1568,2024-11-27,Medio nublado,27.40,12.40,0.00,9.00,Sureste
8886,782,2024-11-27,Medio nublado,27.40,12.40,0.00,9.00,Sureste
8887,407,2024-11-27,Medio nublado,27.40,12.40,0.00,9.00,Sureste
8888,82,2024-11-27,Medio nublado,27.40,12.40,0.00,9.00,Sureste
8889,1568,2024-11-28,Cielo nublado,20.60,8.20,0.00,19.00,Norte
8890,782,2024-11-28,Cielo nublado,20.60,8.20,0.00,19.00,Norte
8891,407,2024-11-28,Cielo nublado,20.60,8.20,0.00,19.00,Norte
8892,82,2024-11-28,Cielo nublado,20.60,8.20,0.00,19.00,Norte
8893,1568,2024-11-29,Cielo nublado,17.10,7.60,0.00,12.30,Sureste
8894,782,2024-11-29,Cielo nublado,17.10,7.60,0.00,12.30,Sureste
8895,407,2024-11-29,Cielo nublado,17.10,7.60,0.00,12.30,Sureste
8896,82,2024-11-29,Cielo nublado,17.10,7.60,0.00,12.30,Sureste
8897,1543,2024-11-26,Despejado,23.00,8.30,0.00,7.50,Noreste
8898,1543,2024-11-27,Despejado,26.80,8.60,0.00,5.70,Sur
8899,1543,2024-11-28,Poco nuboso,27.70,9.00,0.00,7.50,Noreste
8900,1543,2024-11-29,Despejado,23.20,8.30,0.00,7.40,Noreste
8901,1151,2024-11-26,Despejado,19.90,4.60,0.00,7.30,Noreste
8902,1151,2024-11-27,Despejado,23.70,6.80,0.00,4.30,Noreste
8903,1151,2024-11-28,Despejado,24.20,5.90,0.00,7.80,Noreste
8904,1151,2024-11-29,Despejado,21.60,5.40,0.00,4.90,Sur
8905,1277,2024-11-26,Despejado,20.10,4.70,0.00,7.20,Noreste
8906,1277,2024-11-27,Despejado,23.90,6.90,0.00,4.40,Noreste
8907,1277,2024-11-28,Despejado,24.30,6.10,0.00,7.80,Noreste
8908,1277,2024-11-29,Despejado,21.60,5.50,0.00,4.80,Sur
8909,1235,2024-11-26,Despejado,21.20,7.00,0.00,7.20,Noreste
8910,1119,2024-11-26,Despejado,21.20,7.00,0.00,7.20,Noreste
8911,1235,2024-11-27,Despejado,25.40,8.10,0.00,6.40,Sur
8912,1119,2024-11-27,Despejado,25.40,8.10,0.00,6.40,Sur
8913,1235,2024-11-28,Despejado,26.40,8.20,0.00,8.70,Noreste
8914,1119,2024-11-28,Despejado,26.40,8.20,0.00,8.70,Noreste
8915,1235,2024-11-29,Despejado,22.00,7.30,0.00,6.90,Noreste
8916,1119,2024-11-29,Despejado,22.00,7.30,0.00,6.90,Noreste
8917,542,2024-11-26,Despejado,22.80,6.80,0.00,6.40,Norte
8918,542,2024-11-27,Despejado,26.00,7.30,0.00,5.80,Sur
8919,542,2024-11-28,Poco nuboso,27.10,8.30,0.00,6.60,Norte
8920,542,2024-11-29,Despejado,23.50,7.40,0.00,5.50,Norte
8921,2151,2024-11-26,Poco nuboso,26.10,15.60,0.00,6.10,Noreste
8922,2151,2024-11-27,Despejado,27.00,15.30,0.00,6.40,Sur
8923,2151,2024-11-28,Despejado,28.10,16.10,0.00,6.30,Oeste
8924,2151,2024-11-29,Cielo nublado,19.40,14.30,0.00,4.60,Norte
8925,1093,2024-11-26,Despejado,20.70,7.20,0.00,7.20,Noreste
8926,1093,2024-11-27,Despejado,25.40,8.80,0.00,7.40,Sur
8927,1093,2024-11-28,Despejado,26.70,8.20,0.00,7.70,Noreste
8928,1093,2024-11-29,Poco nuboso,20.60,8.00,0.00,6.80,Noreste
8929,803,2024-11-26,Despejado,22.80,6.60,0.00,6.30,Norte
8930,803,2024-11-27,Despejado,26.00,7.20,0.00,5.70,Sur
8931,803,2024-11-28,Poco nuboso,27.00,8.30,0.00,6.30,Norte
8932,803,2024-11-29,Despejado,23.70,7.40,0.00,5.40,Norte
8933,1682,2024-11-26,Poco nuboso,24.20,13.40,0.00,7.10,Suroeste
8934,1682,2024-11-27,Despejado,26.70,13.30,0.00,7.20,Suroeste
8935,1682,2024-11-28,Poco nuboso,29.00,15.70,0.00,6.10,Suroeste
8936,1682,2024-11-29,Cielo nublado,18.40,12.30,0.00,4.40,Noreste
8937,1170,2024-11-26,Despejado,22.80,8.90,0.00,6.40,Noreste
8938,1170,2024-11-27,Despejado,27.20,9.40,0.00,6.10,Sur
8939,1170,2024-11-28,Poco nuboso,28.80,10.60,0.00,7.60,Noreste
8940,1170,2024-11-29,Poco nuboso,21.20,10.00,0.00,6.90,Noreste
8941,2397,2024-11-26,Medio nublado,21.80,13.00,0.00,9.20,Sureste
8942,1562,2024-11-26,Medio nublado,21.80,13.00,0.00,9.20,Sureste
8943,1492,2024-11-26,Medio nublado,21.80,13.00,0.00,9.20,Sureste
8944,1092,2024-11-26,Medio nublado,21.80,13.00,0.00,9.20,Sureste
8945,163,2024-11-26,Medio nublado,21.80,13.00,0.00,9.20,Sureste
8946,2397,2024-11-27,Medio nublado,28.80,13.10,0.00,6.00,Este
8947,1562,2024-11-27,Medio nublado,28.80,13.10,0.00,6.00,Este
8948,1492,2024-11-27,Medio nublado,28.80,13.10,0.00,6.00,Este
8949,1092,2024-11-27,Medio nublado,28.80,13.10,0.00,6.00,Este
8950,163,2024-11-27,Medio nublado,28.80,13.10,0.00,6.00,Este
8951,2397,2024-11-28,Cielo nublado,22.50,11.70,0.00,19.20,Norte
8952,1562,2024-11-28,Cielo nublado,22.50,11.70,0.00,19.20,Norte
8953,1492,2024-11-28,Cielo nublado,22.50,11.70,0.00,19.20,Norte
8954,1092,2024-11-28,Cielo nublado,22.50,11.70,0.00,19.20,Norte
8955,163,2024-11-28,Cielo nublado,22.50,11.70,0.00,19.20,Norte
8956,2397,2024-11-29,Cielo nublado,17.90,9.90,0.00,11.40,Este
8957,1562,2024-11-29,Cielo nublado,17.90,9.90,0.00,11.40,Este
8958,1492,2024-11-29,Cielo nublado,17.90,9.90,0.00,11.40,Este
8959,1092,2024-11-29,Cielo nublado,17.90,9.90,0.00,11.40,Este
8960,163,2024-11-29,Cielo nublado,17.90,9.90,0.00,11.40,Este
8961,1609,2024-11-26,Despejado,18.60,5.10,0.00,6.50,Noreste
8962,1609,2024-11-27,Despejado,23.60,7.70,0.00,7.40,Suroeste
8963,1609,2024-11-28,Despejado,24.60,5.80,0.00,7.10,Noreste
8964,1609,2024-11-29,Despejado,19.80,5.60,0.00,7.00,Noreste
8965,1219,2024-11-26,Despejado,22.00,7.30,0.00,7.80,Noreste
8966,1219,2024-11-27,Despejado,25.70,8.20,0.00,6.50,Noreste
8967,1219,2024-11-28,Poco nuboso,26.70,8.10,0.00,7.70,Noreste
8968,1219,2024-11-29,Despejado,23.00,7.30,0.00,7.30,Noreste
8969,1840,2024-11-26,Poco nuboso,25.40,13.50,0.00,6.20,Suroeste
8970,1840,2024-11-27,Despejado,28.50,13.40,0.00,6.40,Suroeste
8971,1840,2024-11-28,Poco nuboso,30.70,15.80,0.00,5.30,Noreste
8972,1840,2024-11-29,Medio nublado,19.40,12.20,0.00,4.70,Noreste
8973,277,2024-11-26,Despejado,22.90,7.80,0.00,7.20,Noreste
8974,277,2024-11-27,Despejado,26.60,8.20,0.00,6.10,Sur
8975,277,2024-11-28,Poco nuboso,27.70,8.80,0.00,7.80,Noreste
8976,277,2024-11-29,Despejado,23.10,8.10,0.00,6.70,Noreste
8977,1723,2024-11-26,Despejado,23.40,10.00,0.00,6.00,Noreste
8978,944,2024-11-26,Despejado,23.40,10.00,0.00,6.00,Noreste
8979,1723,2024-11-27,Despejado,27.90,10.60,0.00,6.90,Sur
8980,944,2024-11-27,Despejado,27.90,10.60,0.00,6.90,Sur
8981,1723,2024-11-28,Poco nuboso,31.00,11.80,0.00,5.70,Norte
8982,944,2024-11-28,Poco nuboso,31.00,11.80,0.00,5.70,Norte
8983,1723,2024-11-29,Medio nublado,19.80,10.30,0.00,5.20,Noreste
8984,944,2024-11-29,Medio nublado,19.80,10.30,0.00,5.20,Noreste
8985,1970,2024-11-26,Despejado,20.70,5.00,0.00,6.50,Noreste
8986,1628,2024-11-26,Despejado,20.70,5.00,0.00,6.50,Noreste
8987,879,2024-11-26,Despejado,20.70,5.00,0.00,6.50,Noreste
8988,856,2024-11-26,Despejado,20.70,5.00,0.00,6.50,Noreste
8989,690,2024-11-26,Despejado,20.70,5.00,0.00,6.50,Noreste
8990,382,2024-11-26,Despejado,20.70,5.00,0.00,6.50,Noreste
8991,1970,2024-11-27,Despejado,24.00,6.90,0.00,4.10,Noreste
8992,1628,2024-11-27,Despejado,24.00,6.90,0.00,4.10,Noreste
8993,879,2024-11-27,Despejado,24.00,6.90,0.00,4.10,Noreste
8994,856,2024-11-27,Despejado,24.00,6.90,0.00,4.10,Noreste
8995,690,2024-11-27,Despejado,24.00,6.90,0.00,4.10,Noreste
8996,382,2024-11-27,Despejado,24.00,6.90,0.00,4.10,Noreste
8997,1970,2024-11-28,Despejado,24.40,6.70,0.00,7.00,Noreste
8998,1628,2024-11-28,Despejado,24.40,6.70,0.00,7.00,Noreste
8999,879,2024-11-28,Despejado,24.40,6.70,0.00,7.00,Noreste
9000,856,2024-11-28,Despejado,24.40,6.70,0.00,7.00,Noreste
9001,690,2024-11-28,Despejado,24.40,6.70,0.00,7.00,Noreste
9002,382,2024-11-28,Despejado,24.40,6.70,0.00,7.00,Noreste
9003,1970,2024-11-29,Despejado,21.70,6.10,0.00,4.10,Sur
9004,1628,2024-11-29,Despejado,21.70,6.10,0.00,4.10,Sur
9005,879,2024-11-29,Despejado,21.70,6.10,0.00,4.10,Sur
9006,856,2024-11-29,Despejado,21.70,6.10,0.00,4.10,Sur
9007,690,2024-11-29,Despejado,21.70,6.10,0.00,4.10,Sur
9008,382,2024-11-29,Despejado,21.70,6.10,0.00,4.10,Sur
9009,2043,2024-11-26,Despejado,20.00,6.10,0.00,8.00,Noreste
9010,2043,2024-11-27,Despejado,24.50,7.70,0.00,6.50,Sur
9011,2043,2024-11-28,Despejado,24.90,6.90,0.00,9.10,Noreste
9012,2043,2024-11-29,Despejado,22.00,6.40,0.00,6.10,Noreste
9013,2175,2024-11-26,Despejado,22.00,7.10,0.00,6.90,Noreste
9014,1197,2024-11-26,Despejado,22.00,7.10,0.00,6.90,Noreste
9015,2175,2024-11-27,Despejado,26.00,7.80,0.00,6.10,Sur
9016,1197,2024-11-27,Despejado,26.00,7.80,0.00,6.10,Sur
9017,2175,2024-11-28,Poco nuboso,27.00,8.40,0.00,8.30,Noreste
9018,1197,2024-11-28,Poco nuboso,27.00,8.40,0.00,8.30,Noreste
9019,2175,2024-11-29,Despejado,22.60,7.50,0.00,6.80,Noreste
9020,1197,2024-11-29,Despejado,22.60,7.50,0.00,6.80,Noreste
9021,1293,2024-11-26,Despejado,20.30,6.50,0.00,6.90,Noreste
9022,1293,2024-11-27,Despejado,25.00,8.20,0.00,6.90,Sur
9023,1293,2024-11-28,Despejado,26.10,7.30,0.00,7.50,Este
9024,1293,2024-11-29,Poco nuboso,20.50,7.20,0.00,6.70,Noreste
9025,1504,2024-11-26,Poco nuboso,26.50,15.90,0.00,5.70,Sur
9026,1504,2024-11-27,Despejado,27.30,15.50,0.00,6.60,Sur
9027,1504,2024-11-28,Despejado,28.40,16.00,0.00,5.90,Oeste
9028,1504,2024-11-29,Cielo nublado,19.80,14.60,0.00,4.80,Norte
9029,1037,2024-11-26,Medio nublado,21.90,10.60,0.00,5.80,Este
9030,1037,2024-11-27,Medio nublado,31.30,14.20,0.00,5.10,Suroeste
9031,1037,2024-11-28,Cielo nublado,21.90,9.60,0.00,12.10,Noreste
9032,1037,2024-11-29,Cielo nublado,15.90,8.00,0.00,6.80,Este
9033,1671,2024-11-26,Poco nuboso,24.80,14.60,0.00,7.30,Suroeste
9034,1671,2024-11-27,Despejado,26.40,14.50,0.00,7.10,Suroeste
9035,1671,2024-11-28,Poco nuboso,27.90,16.30,0.00,7.30,Suroeste
9036,1671,2024-11-29,Cielo nublado,18.50,13.40,0.00,4.70,Norte
9037,2207,2024-11-26,Despejado,23.70,13.20,0.00,8.20,Suroeste
9038,691,2024-11-26,Despejado,23.70,13.20,0.00,8.20,Suroeste
9039,2207,2024-11-27,Despejado,25.20,13.20,0.00,8.90,Suroeste
9040,691,2024-11-27,Despejado,25.20,13.20,0.00,8.90,Suroeste
9041,2207,2024-11-28,Despejado,27.60,16.00,0.00,7.40,Suroeste
9042,691,2024-11-28,Despejado,27.60,16.00,0.00,7.40,Suroeste
9043,2207,2024-11-29,Cielo nublado,19.40,13.00,0.00,4.80,Noreste
9044,691,2024-11-29,Cielo nublado,19.40,13.00,0.00,4.80,Noreste
9045,1330,2024-11-26,Poco nuboso,26.80,16.10,0.00,5.40,Sur
9046,1330,2024-11-27,Despejado,27.60,15.70,0.00,6.20,Sur
9047,1330,2024-11-28,Despejado,28.30,16.00,0.00,5.90,Oeste
9048,1330,2024-11-29,Cielo nublado,20.00,15.00,0.00,4.40,Norte
9049,146,2024-11-26,Despejado,22.90,7.90,0.00,9.10,Noreste
9050,146,2024-11-27,Despejado,26.40,8.50,0.00,6.80,Sur
9051,146,2024-11-28,Poco nuboso,27.10,8.70,0.00,8.50,Este
9052,146,2024-11-29,Despejado,23.80,8.00,0.00,8.20,Este
9053,1348,2024-11-26,Despejado,23.10,8.70,0.00,7.00,Noreste
9054,1348,2024-11-27,Despejado,27.20,8.80,0.00,5.50,Sur
9055,1348,2024-11-28,Poco nuboso,28.20,9.40,0.00,7.60,Noreste
9056,1348,2024-11-29,Despejado,22.70,9.00,0.00,7.10,Este
9057,645,2024-11-26,Poco nuboso,24.80,10.80,0.00,6.20,Noreste
9058,645,2024-11-27,Despejado,29.00,11.10,0.00,7.50,Sur
9059,645,2024-11-28,Poco nuboso,32.00,13.10,0.00,6.00,Noreste
9060,645,2024-11-29,Medio nublado,18.10,10.60,0.00,5.30,Noreste
9061,712,2024-11-26,Poco nuboso,26.50,15.70,0.00,5.90,Suroeste
9062,712,2024-11-27,Despejado,27.60,15.40,0.00,5.80,Sur
9063,712,2024-11-28,Poco nuboso,28.20,15.90,0.00,6.10,Suroeste
9064,712,2024-11-29,Cielo nublado,19.50,14.30,0.00,4.30,Norte
9065,446,2024-11-26,Despejado,23.60,10.40,0.00,6.00,Noreste
9066,446,2024-11-27,Despejado,27.90,10.90,0.00,6.90,Suroeste
9067,446,2024-11-28,Poco nuboso,31.00,12.50,0.00,5.30,Noreste
9068,446,2024-11-29,Medio nublado,19.60,10.50,0.00,5.00,Noreste
9069,2283,2024-11-26,Poco nuboso,23.90,11.70,0.00,6.30,Noreste
9070,2283,2024-11-27,Despejado,27.50,11.90,0.00,6.70,Sur
9071,2283,2024-11-28,Poco nuboso,30.50,13.80,0.00,4.70,Noreste
9072,2283,2024-11-29,Cielo nublado,18.80,11.10,0.00,4.50,Noreste
9073,1195,2024-11-26,Despejado,20.10,7.00,0.00,7.70,Suroeste
9074,636,2024-11-26,Despejado,20.10,7.00,0.00,7.70,Suroeste
9075,1195,2024-11-27,Despejado,24.70,8.50,0.00,8.80,Suroeste
9076,636,2024-11-27,Despejado,24.70,8.50,0.00,8.80,Suroeste
9077,1195,2024-11-28,Despejado,27.00,8.50,0.00,5.50,Noreste
9078,636,2024-11-28,Despejado,27.00,8.50,0.00,5.50,Noreste
9079,1195,2024-11-29,Poco nuboso,18.50,8.90,0.00,6.40,Noreste
9080,636,2024-11-29,Poco nuboso,18.50,8.90,0.00,6.40,Noreste
9081,2161,2024-11-26,Poco nuboso,29.70,13.90,0.00,3.80,Este
9082,569,2024-11-26,Poco nuboso,29.70,13.90,0.00,3.80,Este
9083,288,2024-11-26,Poco nuboso,29.70,13.90,0.00,3.80,Este
9084,2161,2024-11-27,Medio nublado,32.10,14.90,0.00,6.40,Norte
9085,569,2024-11-27,Medio nublado,32.10,14.90,0.00,6.40,Norte
9086,288,2024-11-27,Medio nublado,32.10,14.90,0.00,6.40,Norte
9087,2161,2024-11-28,Poco nuboso,30.90,10.70,0.00,10.20,Norte
9088,569,2024-11-28,Poco nuboso,30.90,10.70,0.00,10.20,Norte
9089,288,2024-11-28,Poco nuboso,30.90,10.70,0.00,10.20,Norte
9090,2161,2024-11-29,Medio nublado,23.20,9.60,0.00,7.50,Noreste
9091,569,2024-11-29,Medio nublado,23.20,9.60,0.00,7.50,Noreste
9092,288,2024-11-29,Medio nublado,23.20,9.60,0.00,7.50,Noreste
9093,1741,2024-11-26,Despejado,22.00,9.00,0.00,6.60,Sur
9094,1741,2024-11-27,Despejado,26.60,10.00,0.00,7.10,Sur
9095,1741,2024-11-28,Poco nuboso,28.80,10.80,0.00,6.10,Norte
9096,1741,2024-11-29,Medio nublado,19.30,10.00,0.00,5.30,Noreste
9097,1047,2024-11-26,Despejado,22.70,9.10,0.00,6.10,Noreste
9098,1047,2024-11-27,Despejado,27.10,10.10,0.00,6.80,Sur
9099,1047,2024-11-28,Poco nuboso,29.40,10.90,0.00,6.70,Norte
9100,1047,2024-11-29,Medio nublado,19.70,10.10,0.00,5.30,Noreste
9101,1364,2024-11-26,Despejado,20.50,7.10,0.00,7.60,Noreste
9102,1364,2024-11-27,Despejado,25.20,8.80,0.00,7.60,Sur
9103,1364,2024-11-28,Despejado,26.20,7.80,0.00,8.60,Noreste
9104,1364,2024-11-29,Despejado,21.40,7.20,0.00,7.00,Noreste
9105,1571,2024-11-26,Poco nuboso,25.00,11.50,0.00,5.00,Suroeste
9106,1571,2024-11-27,Despejado,28.80,11.40,0.00,5.20,Suroeste
9107,1571,2024-11-28,Poco nuboso,31.80,13.90,0.00,4.20,Noreste
9108,1571,2024-11-29,Medio nublado,18.70,10.80,0.00,4.40,Noreste
9109,912,2024-11-26,Despejado,22.70,7.20,0.00,7.30,Noreste
9110,912,2024-11-27,Despejado,26.20,7.80,0.00,6.30,Sur
9111,912,2024-11-28,Poco nuboso,27.30,8.50,0.00,7.90,Noreste
9112,912,2024-11-29,Despejado,23.20,7.60,0.00,6.50,Noreste
9113,213,2024-11-26,Poco nuboso,23.60,10.70,0.00,6.10,Noreste
9114,213,2024-11-27,Despejado,27.60,11.20,0.00,6.70,Sur
9115,213,2024-11-28,Poco nuboso,30.80,12.80,0.00,4.90,Noreste
9116,213,2024-11-29,Cielo nublado,19.20,10.70,0.00,4.70,Noreste
9117,84,2024-11-26,Despejado,23.10,9.20,0.00,6.40,Noreste
9118,84,2024-11-27,Despejado,27.80,9.80,0.00,7.20,Suroeste
9119,84,2024-11-28,Poco nuboso,29.70,10.80,0.00,7.20,Noreste
9120,84,2024-11-29,Medio nublado,20.80,10.10,0.00,6.90,Noreste
9121,592,2024-11-26,Despejado,21.60,7.00,0.00,9.30,Este
9122,592,2024-11-27,Despejado,25.50,8.40,0.00,7.80,Sur
9123,592,2024-11-28,Poco nuboso,26.00,8.00,0.00,8.50,Este
9124,592,2024-11-29,Despejado,23.40,7.20,0.00,7.80,Este
9125,195,2024-11-26,Despejado,20.30,6.70,0.00,7.20,Noreste
9126,195,2024-11-27,Despejado,25.00,8.30,0.00,6.90,Sur
9127,195,2024-11-28,Despejado,25.90,7.40,0.00,8.10,Noreste
9128,195,2024-11-29,Poco nuboso,21.20,7.10,0.00,6.60,Noreste
9129,1184,2024-11-26,Despejado,27.80,9.30,0.00,9.10,Noreste
9130,1104,2024-11-26,Despejado,27.80,9.30,0.00,9.10,Noreste
9131,1184,2024-11-27,Despejado,28.70,8.70,0.00,4.90,Sur
9132,1104,2024-11-27,Despejado,28.70,8.70,0.00,4.90,Sur
9133,1184,2024-11-28,Poco nuboso,27.70,10.80,0.00,5.80,Sur
9134,1104,2024-11-28,Poco nuboso,27.70,10.80,0.00,5.80,Sur
9135,1184,2024-11-29,Despejado,28.00,9.90,0.00,8.10,Sur
9136,1104,2024-11-29,Despejado,28.00,9.90,0.00,8.10,Sur
9137,1629,2024-11-26,Medio nublado,22.70,10.80,0.00,4.10,Noreste
